VIN,Machines,Date,Time,Production Date,Measurement Type,Measurement,High Spec,Low Spec,Styles,Problem,Description,Result,Status,Model,Model Year,I_PRODCT_TAG,Vacuum Decay,Vacuum,Leak Chk,Stabilize,Stroke 2,Stroke 1,Pick-Up
1C6SRFFT7LN283935,S1    ,2/6/2020,6:36 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42613240,0.05,15.72,0.018,0.018,4.408,3.014,0.855
1C6SRFFT7LN284194,S1    ,2/5/2020,11:31 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42600874,0.05,15.87,0.01,0.016,4.462,3.105,0.962
1C6SRFFT7LN284759,S1    ,2/5/2020,9:11 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42610378,0.05,15.72,0.011,0.019,4.516,3.072,0.905
1C6SRFFT7LN284941,S1    ,2/4/2020,7:01 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42592527,0.04,15.85,0.014,0.021,4.236,2.784,1.009
1C6SRFFT7LN285135,S1    ,2/5/2020,8:41 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42599472,0.05,15.94,0.008,0.021,4.502,3.081,0.914
1C6SRFFT7LN285202,S1    ,2/10/2020,7:28 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,I1,DT6H98,2020,26693424,0.05,15.69,0.018,0.039,4.518,2.999,0.854
1C6SRFFT7LN285216,S1    ,2/10/2020,8:52 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,G1,DT6H98,2020,26694083,0.04,15.64,0.02,0.04,4.452,2.975,0.856
1C6SRFFT7LN285474,S1    ,2/3/2020,2:46 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42456913,0.03,15.13,0.014,0.022,4.301,2.947,0.857
1C6SRFFT7LN291355,S1    ,2/3/2020,4:46 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42456103,0.04,15.18,0.013,0.019,4.156,2.78,0.898
1C6SRFFT7LN295552,S1    ,2/8/2020,6:32 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42621987,0.04,15.57,0.017,0.043,4.591,3.103,0.776
1C6SRFFT7LN295566,S1    ,2/8/2020,5:15 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42628776,0.04,15.82,0.016,0.039,4.426,3.023,0.831
1C6SRFFT7LN295583,S1    ,2/10/2020,8:58 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,G1,DT6H98,2020,26695833,0.04,15.65,0.017,0.04,4.416,2.949,0.853
1C6SRFFT7LN295664,S1    ,2/8/2020,2:50 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42629311,0.04,15.62,0.015,0.04,4.515,3.026,0.747
1C6SRFFT7LN295678,S1    ,2/10/2020,5:24 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,26693093,0.03,15.56,0.017,0.041,4.54,3.08,0.77
1C6SRFFT7LN296331,S1    ,2/6/2020,5:12 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42634550,0.03,15.51,0.013,0.022,4.55,3.151,0.799
1C6SRFFT7LN296362,S1    ,2/6/2020,10:14 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42638460,0.04,15.54,0.013,0.021,4.364,3.049,0.868
1C6SRFFT7LN296376,S1    ,2/7/2020,6:51 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42643460,0.05,15.5,0.012,0.021,4.461,2.988,0.828
1C6SRFFT7LN296409,S1    ,2/8/2020,1:03 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42624676,0.05,15.7,0.018,0.037,4.464,3.023,0.97
1C6SRFFT7LN296426,S1    ,2/8/2020,12:52 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42620708,0.06,15.73,0.016,0.037,4.372,2.958,0.984
1C6SRFFT7LN297060,S1    ,2/8/2020,1:58 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42627653,0.03,15.78,0.017,0.038,4.592,3.091,0.835
1C6SRFFT7LN297172,S1    ,2/7/2020,1:54 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42646638,0.06,15.33,0.018,0.07,4.59,2.729,0.814
1C6SRFFT8LN263967,S1    ,2/4/2020,6:55 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42592550,0.04,15.68,0.014,0.019,4.183,2.739,0.866
1C6SRFFT8LN264116,S1    ,2/6/2020,12:20 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42609032,0.05,15.56,0.013,0.018,4.49,3.148,0.786
1C6SRFFT8LN275858,S1    ,2/8/2020,8:03 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42630202,0.04,15.81,0.015,0.04,4.551,3.101,0.844
1C6SRFFT8LN276685,S1    ,2/3/2020,10:28 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42452342,0.04,15.17,0.013,0.022,4.356,2.982,0.872
1C6SRFFT8LN278579,S1    ,2/3/2020,2:58 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42448605,0.04,15.13,0.013,0.022,4.299,2.924,0.877
1C6SRFFT8LN282177,S1    ,2/8/2020,6:34 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,26687806,0.04,15.88,0.015,0.038,4.586,3.104,0.904
1C6SRFFT8LN282714,S1    ,2/4/2020,3:03 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,F,KZ,DT6H98,2020,42593962,0.05,15.64,0.077,0.022,4.36,2.869,0.764
1C6SRFFT8LN282776,S1    ,2/8/2020,4:32 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42628784,0.05,15.73,0.017,0.04,4.583,3.119,0.734
1C6SRFFT8LN282826,S1    ,2/8/2020,10:37 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42628131,0.04,15.85,0.017,0.04,4.567,3.077,0.872
1C6SRFFT8LN282924,S1    ,2/8/2020,7:07 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42628545,0.05,15.79,0.022,0.045,4.432,2.989,0.762
1C6SRFFT8LN283278,S1    ,2/8/2020,5:08 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,26688945,0.04,15.72,0.015,0.039,4.526,3.049,0.734
1C6SRFFT8LN283488,S1    ,2/5/2020,9:55 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42603126,0.04,15.82,0.012,0.02,4.575,3.1,0.849
1C6SRFFT8LN283829,S1    ,2/8/2020,8:04 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42625863,0.03,15.72,0.018,0.049,4.559,2.801,0.848
1C6SRFFT8LN283863,S1    ,2/8/2020,3:00 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42627299,0.04,15.74,0.017,0.04,4.534,3.056,0.837
1C6SRFFT8LN283894,S1    ,2/6/2020,1:57 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42611095,0.05,15.59,0.012,0.02,4.442,3.018,0.883
1C6SRFFT8LN284401,S1    ,2/6/2020,2:06 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42611004,0.05,15.53,0.012,0.022,4.568,3.092,0.768
1C6SRFFT8LN284494,S1    ,2/5/2020,9:30 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42603274,0.05,15.87,0.013,0.022,4.563,3.114,0.857
1C6SRFFT8LN285189,S1    ,2/9/2020,12:30 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,26691535,0.04,15.79,0.017,0.04,4.401,2.956,0.816
1C6SRFFT8LN285208,S1    ,2/10/2020,5:36 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,I7,DT6H98,2020,26693374,0.04,15.64,0.016,0.038,4.446,2.996,0.795
1C6SRFFT8LN286276,S1    ,2/5/2020,11:49 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42603019,0.05,15.72,0.012,0.021,4.589,3.022,0.748
1C6SRFFT8LN290716,S1    ,2/4/2020,10:43 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42589366,0.05,15.64,0.012,0.019,4.307,2.839,0.747
1C6SRFFT8LN290960,S1    ,2/4/2020,11:47 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42597427,0.04,15.73,0.013,0.021,4.381,2.924,0.91
1C6SRFFT8LN294572,S1    ,2/6/2020,2:03 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42633503,0.05,15.56,0.016,0.023,4.587,3.281,0.863
1C6SRFFT8LN295558,S1    ,2/8/2020,6:15 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42627893,0.04,15.74,0.017,0.038,4.667,3.207,0.793
1C6SRFFT8LN295642,S1    ,2/9/2020,12:57 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,26692525,0.05,15.79,0.018,0.043,4.502,3.059,0.851
1C6SRFFT8LN296306,S1    ,2/8/2020,10:52 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,26690297,0.05,15.84,0.016,0.038,4.377,2.973,0.87
1C6SRFFT8LN296354,S1    ,2/6/2020,10:02 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,F,KZ,DT6H98,2020,42637777,0.04,15.51,0.021,1.688,4.57,3.22,0.733
1C6SRFFT8LN296385,S1    ,2/7/2020,1:30 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42645366,0.04,15.56,0.016,0.041,4.533,2.757,0.824
1C6SRFFT8LN296533,S1    ,2/7/2020,5:47 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42641084,0.05,15.48,0.013,0.021,4.493,3.204,0.948
1C6SRFFT8LN296743,S1    ,2/6/2020,6:57 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42636902,0.04,15.5,0.013,0.021,4.527,3.129,0.769
1C6SRFFT8LN296807,S1    ,2/7/2020,9:19 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42644823,0.05,15.46,0.014,0.036,4.537,2.738,0.887
1C6SRFFT8LN297052,S1    ,2/7/2020,6:43 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42644583,0.05,15.5,0.014,0.019,4.507,3.208,0.786
1C6SRFFT8LN297181,S1    ,2/7/2020,7:40 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42643221,0.06,15.32,0.02,0.101,4.582,2.79,0.892
1C6SRFFT8LN300628,S1    ,2/10/2020,5:01 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,26691832,0.05,15.67,0.017,0.041,4.462,2.978,0.907
1C6SRFFT9LN263945,S1    ,2/8/2020,5:55 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,26687574,0.04,15.76,0.018,0.042,4.493,3.041,0.83
1C6SRFFT9LN265288,S1    ,2/5/2020,12:37 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42598003,0.03,15.64,0.014,0.023,4.351,2.921,0.75
1C6SRFFT9LN265310,S1    ,2/6/2020,2:49 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42612721,0.05,15.49,0.012,0.021,4.567,3.192,0.75
1C6SRFFT9LN265727,S1    ,2/5/2020,5:27 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42600718,0.04,15.94,0.012,0.02,4.48,2.996,0.939
1C6SRFFT9LN274850,S1    ,2/5/2020,2:23 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42602938,0.04,15.79,0.01,0.02,4.416,3.063,0.947
1C6SRFFT9LN276694,S1    ,2/5/2020,2:13 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42598219,0.05,15.72,0.013,0.019,4.215,2.817,0.752
1C6SRFFT9LN276730,S1    ,2/3/2020,7:25 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42451229,0.04,15.12,0.015,0.022,4.32,2.916,0.96
1C6SRFFT9LN279028,S1    ,2/4/2020,5:58 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42592840,0.04,15.68,0.014,0.021,4.3,2.888,0.828
1C6SRFFT9LN282799,S1    ,2/8/2020,12:49 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42627869,0.05,15.88,0.021,0.041,4.376,2.933,1.017
1C6SRFFT9LN283063,S1    ,2/8/2020,6:20 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42622787,0.04,15.64,0.017,0.039,4.549,3.101,0.667
1C6SRFFT9LN283841,S1    ,2/8/2020,1:49 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42626879,0.05,15.83,0.019,0.041,4.553,3.05,0.861
1C6SRFFT9LN283886,S1    ,2/6/2020,10:12 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42614636,0.05,15.71,0.013,0.02,4.464,3.164,0.868
1C6SRFFT9LN283919,S1    ,2/8/2020,7:54 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42625012,0.03,15.67,0.018,0.044,4.632,3.072,0.755
1C6SRFFT9LN283984,S1    ,2/8/2020,12:32 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42627547,0.05,15.78,0.017,0.041,4.529,3.053,0.887
1C6SRFFT9LN284326,S1    ,2/5/2020,6:37 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42600031,0.05,15.86,0.013,0.021,4.489,3.022,0.875
1C6SRFFT9LN284908,S1    ,2/5/2020,2:01 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42598128,0.05,15.81,0.014,0.023,4.275,2.86,0.882
1C6SRFFT9LN284911,S1    ,2/5/2020,11:21 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42612069,0.04,15.52,0.012,0.019,4.477,3.153,0.786
1C6SRFFT9LN285198,S1    ,2/9/2020,1:54 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,26691386,0.05,15.86,0.017,0.041,4.487,3.053,0.802
1C6SRFFT9LN285461,S1    ,2/5/2020,6:44 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42607309,0.04,15.58,0.013,0.019,4.49,3.022,0.767
1C6SRFFT9LN285525,S1    ,2/3/2020,7:06 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42458638,0.04,15.17,0.014,0.021,4.231,2.891,1.037
1C6SRFFT9LN286075,S1    ,2/3/2020,8:09 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42451815,0.04,15.15,0.013,0.021,4.306,2.911,0.892
1C6SRFFT9LN286089,S1    ,2/5/2020,11:12 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42610105,0.04,15.54,0.012,0.02,4.404,2.979,0.804
1C6SRFFT9LN286092,S1    ,2/5/2020,8:12 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42594853,0.05,15.8,0.016,0.017,4.587,3.072,0.844
1C6SRFFT9LN291597,S1    ,2/3/2020,5:38 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42456947,0.04,15.15,0.013,0.02,4.298,2.939,0.939
1C6SRFFT9LN294225,S1    ,2/6/2020,2:06 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42633362,0.04,15.48,0.012,0.021,4.49,3.178,0.783
1C6SRFFT9LN294449,S1    ,2/6/2020,7:20 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,F,KZ,DT6H98,2020,42633289,,,,,,,
1C6SRFFT9LN295567,S1    ,2/8/2020,9:43 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42626671,0.04,15.78,0.017,0.042,4.524,3.054,0.841
1C6SRFFT9LN295584,S1    ,2/8/2020,5:53 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42622647,0.05,15.7,0.017,0.04,4.463,2.992,0.908
1C6SRFFT9LN295603,S1    ,2/8/2020,8:33 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42623256,0.04,15.64,0.019,0.06,4.444,2.628,0.792
1C6SRFFT9LN295620,S1    ,2/8/2020,10:47 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JS,DT6H98,2020,42628180,0.05,15.81,0.018,0.038,4.654,3.116,0.895
1C6SRFFT9LN296248,S1    ,2/7/2020,1:16 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IW,DT6H98,2020,42639849,0.05,15.49,0.013,0.02,4.49,3.135,0.766
1C6SRFFT9LN296315,S1    ,2/8/2020,9:01 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,26690271,0.04,15.69,0.017,0.043,4.503,3.056,0.741
1C6SRFFT9LN296346,S1    ,2/6/2020,11:11 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42637835,0.04,15.53,0.014,0.021,4.536,3.12,0.8
1C6SRFFT9LN296363,S1    ,2/8/2020,7:15 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42623801,0.05,15.69,0.016,0.065,4.491,2.704,0.801
1C6SRFFT9LN296394,S1    ,2/7/2020,12:49 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42615880,0.05,15.54,0.015,0.042,4.624,2.89,0.952
1C6SRFFT9LN296430,S1    ,2/8/2020,12:54 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42621045,0.05,15.74,0.018,0.041,4.496,3.066,1.025
1C6SRFFT9LN296492,S1    ,2/6/2020,5:04 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,I7,DT6H98,2020,42633826,0.04,15.54,0.013,0.019,4.503,3.154,0.797
1C6SRFFT9LN296539,S1    ,2/7/2020,8:50 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6H98,2020,42644377,0.05,15.39,0.016,0.038,4.524,2.768,0.764
1C6SRFFTXLN200854,S1    ,2/4/2020,11:12 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42597419,0.05,15.56,0.02,0.031,4.672,3.154,0.874
1C6SRFFTXLN246698,S1    ,2/6/2020,6:41 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42611152,0.05,15.75,0.018,0.021,4.532,3.196,0.897
1C6SRFFTXLN263680,S1    ,2/4/2020,8:44 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42589879,0.04,15.21,0.014,0.018,4.284,2.928,0.976
1C6SRFFTXLN264151,S1    ,2/5/2020,7:25 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42601989,0.04,15.87,0.013,0.02,4.429,2.95,0.878
1C6SRFFTXLN264408,S1    ,2/5/2020,9:13 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42595470,0.05,15.86,0.012,0.018,4.657,3.274,0.79
1C6SRFFTXLN264411,S1    ,2/4/2020,1:55 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6H98,2020,42586362,0.04,15.12,0.014,0.022,4.315,2.941,1.011
1C6SRFFTXLN265686,S1    ,2/5/2020,6:10 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,F,KZ,DT6H98,2020,42599308,0.05,15.94,0.004,0.01,6.106,3.146,1.012
